run,arm,d,n_pairs,n_queries,n_keys,step,train_loss,acc,nll,noise_share,ms_per_step,elapsed_s,d_model,heads,r,n_P,seed,state_per_head,params
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.00316,smat,1,4,64,2048,8000,6.4307708740234375,0.037109375,6.4973855167627335,0.379 0.385,30.821637630462646,256.08845686912537,16,1,128,0,0,2176,278180
smat_d1_T64_p4_zoo_signed_dm16_s0_decaymamba2_lr0.00316,smat,1,4,64,2048,8500,6.573677062988281,0.0390625,6.505272567272186,0.348 0.353,31.149169445037842,271.8791832923889,16,1,128,0,0,2176,278180
mamba2_T256_p4_zoo_dm16_s0_lr0.001,mamba2,,4,64,2048,250,8.345367431640625,0.0,8.350617587566376,,92.56958198547363,23.305382251739502,16,1,64,0,0,1088,284902
mamba2_T256_p4_zoo_dm16_s0_lr0.001,mamba2,,4,64,2048,500,8.335920333862305,0.00048828125,8.329305529594421,,28.17085075378418,30.486273288726807,16,1,64,0,0,1088,284902
mamba2_T256_p4_zoo_dm16_s0_lr0.001,mamba2,,4,64,2048,750,8.317370414733887,0.00048828125,8.315172612667084,,28.077120780944824,37.64408779144287,16,1,64,0,0,1088,284902
mamba2_T256_p4_zoo_dm16_s0_lr0.001,mamba2,,4,64,2048,1000,8.11374282836914,0.00146484375,8.113625764846802,,28.10080623626709,44.80839776992798,16,1,64,0,0,1088,284902
mamba2_T256_p4_zoo_dm16_s0_lr0.001,mamba2,,4,64,2048,1250,7.982150077819824,0.0029296875,7.962906002998352,,28.141770362854004,51.98252820968628,16,1,64,0,0,1088,284902
mamba2_T256_p4_zoo_dm16_s0_lr0.001,mamba2,,4,64,2048,1500,7.87045955657959,0.00146484375,7.853860154747963,,28.094009399414062,59.1454861164093,16,1,64,0,0,1088,284902
mamba2_T256_p4_zoo_dm16_s0_lr0.001,mamba2,,4,64,2048,1750,7.792726993560791,0.0048828125,7.75987434387207,,28.1253719329834,66.31544661521912,16,1,64,0,0,1088,284902
mamba2_T256_p4_zoo_dm16_s0_lr0.001,mamba2,,4,64,2048,2000,7.721598148345947,0.00439453125,7.733770474791527,,28.114808082580566,73.48331761360168,16,1,64,0,0,1088,284902
mamba2_T256_p4_zoo_dm16_s0_lr0.001,mamba2,,4,64,2048,2250,7.711277961730957,0.0078125,7.700610741972923,,28.13593292236328,80.65577864646912,16,1,64,0,0,1088,284902
mamba2_T256_p4_zoo_dm16_s0_lr0.001,mamba2,,4,64,2048,2500,7.702488899230957,0.005859375,7.70577734708786,,28.12615394592285,87.82566380500793,16,1,64,0,0,1088,284902
mamba2smat_d2_T256_p4_zoo_bank_dm16_s0_lr0.001,mamba2smat,2,4,64,2048,250,8.346456527709961,0.0,8.350234180688858,,98.91489028930664,24.977182388305664,16,1,64,0,0,1088,287078
mamba2smat_d2_T256_p4_zoo_bank_dm16_s0_lr0.001,mamba2smat,2,4,64,2048,500,8.336631774902344,0.00048828125,8.329222351312637,,34.16362476348877,33.741737842559814,16,1,64,0,0,1088,287078
mamba2smat_d2_T256_p4_zoo_bank_dm16_s0_lr0.001,mamba2smat,2,4,64,2048,750,8.322758674621582,0.0,8.322071433067322,,34.32825469970703,42.54161024093628,16,1,64,0,0,1088,287078
mamba2smat_d2_T256_p4_zoo_bank_dm16_s0_lr0.001,mamba2smat,2,4,64,2048,1000,8.139191627502441,0.0029296875,8.143975228071213,,34.21961784362793,51.31677603721619,16,1,64,0,0,1088,287078
mamba2smat_d2_T256_p4_zoo_bank_dm16_s0_lr0.001,mamba2smat,2,4,64,2048,1250,7.9417195320129395,0.001953125,7.937006279826164,,34.23886775970459,60.09493041038513,16,1,64,0,0,1088,287078
mamba2smat_d2_T256_p4_zoo_bank_dm16_s0_lr0.001,mamba2smat,2,4,64,2048,1500,7.811244964599609,0.00439453125,7.811071440577507,,34.18877029418945,68.8612310886383,16,1,64,0,0,1088,287078
mamba2smat_d2_T256_p4_zoo_bank_dm16_s0_lr0.001,mamba2smat,2,4,64,2048,1750,7.722794532775879,0.00634765625,7.725734710693359,,34.16047668457031,77.62110638618469,16,1,64,0,0,1088,287078
mamba2smat_d2_T256_p4_zoo_bank_dm16_s0_lr0.001,mamba2smat,2,4,64,2048,2000,7.687571048736572,0.00830078125,7.70142138004303,,34.186737060546875,86.3878710269928,16,1,64,0,0,1088,287078
mamba2smat_d2_T256_p4_zoo_bank_dm16_s0_lr0.001,mamba2smat,2,4,64,2048,2250,7.688507080078125,0.0087890625,7.669721484184265,,34.24326515197754,95.1708037853241,16,1,64,0,0,1088,287078
mamba2smat_d2_T256_p4_zoo_bank_dm16_s0_lr0.001,mamba2smat,2,4,64,2048,2500,7.661468982696533,0.00634765625,7.666632771492004,,34.28762912750244,103.96175456047058,16,1,64,0,0,1088,287078
mamba2smat_d3_T256_p4_zoo_bank_dm16_s0_lr0.001,mamba2smat,3,4,64,2048,250,8.346407890319824,0.0,8.350185453891754,,93.7679672241211,23.674630403518677,16,1,64,0,0,1088,287078
mamba2smat_d3_T256_p4_zoo_bank_dm16_s0_lr0.001,mamba2smat,3,4,64,2048,500,8.336981773376465,0.00048828125,8.329330503940582,,36.2099027633667,32.945958375930786,16,1,64,0,0,1088,287078
mamba2smat_d3_T256_p4_zoo_bank_dm16_s0_lr0.001,mamba2smat,3,4,64,2048,750,8.32033634185791,0.0,8.321085184812546,,36.18320655822754,42.21176242828369,16,1,64,0,0,1088,287078
